name,brand,ingredients
Mini Squalane + Omega Repair Deep Hydration Moisturizer, Biossance," Ceramides and Fatty Acids,  Hyaluronic Acid,  SugarcaneDerived Squalane, Water, Squalane, Glycerin, Caprylic/Capric Triglyceride, Isoamyl Laurate, Butyrospermum Parkii (Shea) Butter, Sorbitan Olivate, Cetearyl Olivate, Ceramide NP, Jojoba Esters, Sodium Hyaluronate, Euterpe Oleracea Sterols, Linoleic Acid, Oleic Acid, Linolenic Acid, Ethyl Linoleate, Tocopherol, Isoamyl Cocoate, Cetyl Palmitate, Sorbitan Palmitate, Cetearyl Alcohol, Ethylhexylglycerin, Carbomer, Sodium Hydroxide, Phenoxyethanol, Sodium Gluconate."
Biosource 24H Hydrating & Tonifying Toner, Biotherm,"Life Plankton, "
Biosource 24H Hydrating & Softening Toner, Biotherm,"Aqua, Butylene Glycol, Alcohol Denat., Glycerin, Ppg-6-Decyltetradeceth-30, Peg/Ppg/Polybutylene Glycol-8/5/3 Glycerin, Carbomer, Glycine, Methionine, Sodium Citrate, Sodium Hydroxide, Sodium Succinate, Arginine, Serine, Magnesium Gluconate, Mannose, Hydrolyzed Wheat Protein, Vitreoscilla Ferment, Citric Acid, Citrulline, Trisodium Ethylenediamine Disuccinate, Lactobacillus Ferment, Tocopherol, Potassium Sorbate, Sodium Dehydroacetate, Phenoxyethanol, Chlorphenesin, Linalool, Benzyl Alcohol, Benzyl Salicylate, Parfum (F.I.L. C252937/1)."
AQUA Glow Super Concentrate, Biotherm,N/A
Life Plankton Elixir, Biotherm,"Water, Bifida Ferment Lysate, Glycerin, Alcohol Denat, Dimethicone, Hydroxyethylpiperazine Ethane Sulfonic Acid, Phenoxyethanol, Octyldodecanol, Sodium Hyaluronate, Caprylyl Glycol, Ammonium Polyacryloyldimethyl Taurate, Vitreoscilla Ferment, Ascorbyl Glucoside, Adenosine, Xanthan Gum, Peg-20 Methyl Glucose Sesquistearate, Dehyded Ethylenediamine Trisodium, Pentylene Glycol, Faex Extract, Sodium Hydroxide, Sodium Benzoate, Peg-60 Hydrogenated Castor Oil, Hydrolyzed Hyaluronic Acid, Salycyloyl Phytosphingosine, Tocopherol, Parfum Hyaluronic Acid."
AQUA Pure Super Concentrate, Biotherm,N/A
AQUA Bounce Super Concentrate, Biotherm,N/A
Aquasource Aura Concentrate, Biotherm,"Aqua, Dicaprylyl Ether, Glycerin, Hydroxyethylpiperazine Ethane Sulfonic Acid, Squalane, Propanediol, Sodium Chloride, Macadamia Ternifolia Seed Oil, Betaine, 3-O-Ethyl Ascorbic Acid, Nasturtium Officinale Extract, Sodium Citrate, Sodium Hyaluronate, Sodium Hydroxide, Helianthus Annuus Seed Oil, Gellan Gum, Adenosine, Caprylyl Glycol, Vitreoscilla Ferment, Citric Acid, Trisodium Ethylenediamine Disuccinate, Xanthan Gum, Ethylhexylglycerin, Tocopherol, Salicylic Acid, Phenoxyethanol, Ci 75130, Caramel, Ci 19140, Ci 42090, Linalool, Limonene, Citral, Citronellol, Parfum."
AQUASOURCE DEEP SERUM, Biotherm,"Mannose, Life Plankton Cellular Water, Water, Bis-Peg-18 Methyl Ether Dimethyl Silane, Alcohol Denat., Glycerin, Butylene Glycol, Peg-20, Dimethicone, Mannose, Methyl Gluceth-20, Propylene Glycol, Phenoxyethanol, Hydrogenated Lecithin, Carbomer, Caprylyl Glycol, Ammonium Polyacryldimethyltauramide, Disodium Edta, Ci 77891, Sodium Hyaluronate, Sodium Hydroxide, Mica, Limonene, Vitreoscilla Ferment, Hexyl Cinnamal, Benzyl Salicylate, Benzyl Alcohol, Linalool, Citral, Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde, Ci 42090, Ci 19140."
LIFE PLANKTON ESSENCE, Biotherm,"Life Plankton™ Essence, "
Lait corporel anti-drying body milk, Biotherm,"Life Plankton Extract, Citrus Extracts, Aqua, Glycerin, Olea Europaea Oil, Dimethicone, Propylene Glycol, Triethanolamine, Limonene, Isopropyl Palmitate, Citrus Aurantium Dulcis Oil, Stearic Acid, Paraffinum Liquidum, Cetyl Alcohol, Phenoxyethanol, Palmitic Acid, Paraffin, Sodium Lauroyl Oat Amino Acids, Hexylene Glycol, Carbomer, Glyceryl Stearate, Dimethiconol, Citrus Grandis Oil, Sodium Dehydroacetate, Xanthan Gum, Fructose, Glucose, Tocopherol, Citral, Linalool, Urea, Vitreoscilla Ferment, Dextrin, Hexyl Nicotinate, Sucrose, Glutamic Acid, Aspartic Acid, Alanine, Parfum F.I.L B43370/2."
Deo Pure Roll-On Antiperspirant, Biotherm,"Chamomile Extract, Silica Microbeads, Micronised Aluminium Chlorhydrate, "
Aquapower Cleanser, Biotherm,"Oligo Minerals., Ceramids., Oligo Sugars., Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up-to-date list of ingredients."
Nutri-Replenishing Body Treatment, Biotherm,"Omegas 3 and 6, Apricot Oil, "
BIOSOURCE Cleanser, Biotherm,"Zinc, Shea Butter, "
Oglio-Thermal Sparkle Cream, Biotherm,"Vitamin B5, Vitamin E, Thermal Plankton Cellular Water, "
Aquasource Night Spa, Biotherm,"Aqua, Dimethicone, Alcohol Denat., Glycerin, Isocetyl Stearate, Polyglyceryl-2 Stearate, Isononyl Isononanoate, Pentylene Glycol, Butylene Glycol, Stearyl Heptanoate, Peg-8 Stearate, Mannose, Stearic Acid, Stearyl Alcohol, Stearyl Caprylate, Glycine Soja Oil / Soybean Oil, Alteromonas Ferment Extract, Sodium Hydroxide, Sodium Polyacrylate, Myristic Acid, Myristyl Alcohol, Palmitic Acid, Disodium Stearoyl Glutamate, Hydroxypalmitoyl Sphinganine, Hydroxypropyl Starch Phosphate, Vitreoscilla Ferment, Cetyl Alcohol, Tocopherol, Phenoxyethanol, Ci 19140 / Yellow 5, Ci 42090 / Blue 1, Ci 60730 / Ext. Violet 2, Linalool, Geraniol, Limonene, Citral, Benzyl Alcohol, Benzyl Salicylate, Parfum / Fragrance."
Blue Therapy Eye-Opening Serum, Biotherm,"Aqua, Bifida Ferment Lysate, Propanediol, Glycerin, Alcohol Denat., Dimethicone, Caprylic/Capric Glycerides, Sorbitol, Pentaerythrityl Tetraethylhexanoate, Caffeine, Rhamnose, Dimethicone/Vinyl Dimethicone Crosspolymer, Phenoxyethanol, Polyacrylamide, Bis-Peg/Ppg-16/16 Peg/Ppg-16/16 Dimethicone, Ammonium Polyacryloyldimethyl Taurate, Chlorphenesin, C13-14 Isoparaffin, Xanthan Gum, Butylene Glycol, Bht, Laureth-7, Polymethylsilsesquioxane, Caprylic/Capric Triglyceride, Arginine, Vitreoscilla Ferment, Citric Acid, Adenosine, Betaine, Sodium Benzoate, Algae Extract, Dimethiconol, Tocopheryl Acetate, Carrageenan, T-Butyl Alcohol, Laminaria Ochroleuca Extract, Potassium Sorbate, Pentaerythrityl Tetra-Di-Tbutyl Hydroxyhydrocinnamate, Parfumf.I.L. C191956/1."
Cleansing Gel for Normal Skin, Biotherm,"Aqua / Water, Glycerin, Coco-Betaine, Sodium Cocoyl Glycinate, Peg-120 Methyl Glucose Dioleate, Sodium Chloride, Potassium Chloride, Zinc Gluconate, Triethanolamine, Manganese Gluconate, Magnesium Gluconate, Copper Gluconate, Dipropylene Glycol, Caprylyl Glycol, Tetrasodium Edta, Lauric Acid, Phenoxyethanol, Ci 19140 / Yellow 5, Ci 42090 / Blue 1, Linalool, Limonene, Parfum / Fragrance."
Biocils Eye Make-up Remover Express, Biotherm,"Aqua, Cyclopentasiloxane, Isohexadecane, Potassium Phosphate, Sodium Chloride, Hexylene Glycol, Dipotassium Phosphate, Disodium Edta, Decyl Glucoside, Copper Sulfate, Polyaminopropyl Biguanide, Parfum, Citronellol, Geraniol, Ci 61565."
Blue Therapy Red Algae Uplift Cream, Biotherm,"Life Plankton, Red Algae, Water, Glycerin, Dimethicone, Rhamnose, Isohexadecane, AlcoholDenat., Propanediol, Isopropyl Isostearate, Behenyl Alcohol, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Cetyl Alcohol, Dimethicone/Vinyl Dimethicone Crosspolymer, Nylon-12, Algae Extract, Tin Oxide, Peg-100 Stearate, Stearic Acid, Sorbitan Oleate, Cetearyl Alcohol, Cetearyl Glucoside, Caffeine, Neohesperidin Dihydrochalcone, Sodium Chloride, Myristic Acid, Palmitic Acid, Adenosine, Ammonium Polyacryloyldimethyl Taurate, Disodium Stearoyl Glutamate, Hydrolyzed Rhodophyceae Extract, Caprylic/Capric Glycerides, Caprylyl Glycol, Carrageenan, Vitreoscilla Ferment, Citric Acid, Trisodium Ethylenediamine Disuccinate, Xanthan Gum, Synthetic Fluorphlogopite, Polysorbate 80, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Butylene Glycol, Phenoxyethanol, Ci 77163, Ci 77491, Ci 77891, Mica, Linalool, Geraniol, Limonene, Citronellol, Fragrance."
BLUE THERAPY NIGHT CREAM, Biotherm,"A. Floa Aquae, L. Ochroleuca, Pure Thermal Plankton, "
Aquasource Hyalu Plump Moisturizer Gel, Biotherm,"Hyaluronic Acid, Life Plankton Probiotic Extract, Aqua/Water/Eau, Glycerin, Alcohol Denat., Prunus Armeniaca Kernel Oil/Apricot Kernel Oil, Cetearyl Isononanoate, Isopropyl Isostearate, Butyrospermum Parkii Butter/Shea Butter, Ceramide NP, Carbomer, Sodium Chloride, Sodium Hyaluronate, Sodium Hydroxide, 2-Oleamido-1,3-Octadecanediol, Cholesterol, Adenosine, Ammonium Polyacryloyldimethyl Taurate, Hydroxyacetophenone, Hydroxypalmitoyl Sphinganine, Capryloyl Salicylic Acid, Vitreoscilla Ferment, Citric Acid, Xanthan Gum, Menthoxypropanediol, Tocopherol, Chlorphenesin, CI 19140/Yellow 5, CI 42090/Blue 1, Linalool, Limonene, Citral, Parfum/Fragrance."
Aquapower 72h Concentrated Glacial Hydrator, Biotherm,"Aqua, Glycerin, Dimethicone, Cetearyl Ethylhexanoate, Alcohol Denat., Ammonium Polyacryldimethyltauramide, Mannose, Dimethiconol, Sodium Hyaluronate, Disodium Edta, Isopropyl Myristate, Caprylyl Glycol, Vitreoscilla Ferment, Xanthan Gum, Pseudoalteromonas Ferment Extract, Ethyl Menthane Carboxamide, Phenoxyethanol, Ci 19140, Ci 42090, Linalool, Coumarin, Limonene, Hydroxycitronellal, Citronellol, Benzyl Alcohol, Benzyl Salicylate, Parfum."
Cera Repair Barrier Cream, Biotherm,"BioCeramides, Life Plankton Probiotic Extract, Aqua/Water/Eau, Glycerin, Dicaprylyl Ether, Pentylene Glycol, Polyglyceryl-6 Distearate, Propanediol, Cetyl Esters, Jojoba Esters, Cetearyl Isononanoate, Behenyl Alcohol, AcaciaDecurrens Flower Cera/Acacia Decurrens Flower Wax, Helianthus Annuus Seed Cera/Sunflower Seed Wax, Triticum Vulgare Seed Extract/Wheat Seed Extract, Centella Asiatica Extract, Ceramide NP, Sorbitan Oleate, Isohexadecane, Sodium Hyaluronate, Sodium Stearoyl Glutamate, Adenosine, Hydroxyacetophenone, Hydroxypropyl Starch Phosphate, Capryloyl Salicylic Acid, Vitreoscilla Ferment, Trisodium Ethylenediamine Disuccinate, Polyglycerin-3, Polyglyceryl-3 Beeswax, Polysorbate 80, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Cetyl Alcohol, Tocopherol, Parfum/Fragrance."
AquaPower Oligo-Thermal Care Dynamic Hydration, Biotherm,"Life Plankton, Water, Dimethicone, Alcohol Denat, Glycerin, Butylene Glycol, Butyrospermum Parkii Butter, Ammonium Olyacryldimethyltauramide, Prunus Armeniaca Kernel Oil, Phenoxyethanol, Tocopheryl Acetate, Anthenol, Hexylene Glycol, Magnesium Gluconate, 2-Oleamido-1, 3-Octadecanediol, Holesterol, Fructose, Glucose, Biosaccharide Gum-1, Tocopherol, Ascorbyl Glucoside, Vitreoscilla Ferment, Menthoxypropanediol, Disodiumedta, Linalool, Limonene, Triethanolamine, Urea, Zinc Gluconate, Hydroxycitronellal, Benzyl Salicylate, Dextrin, Citronellol, Coumarin, Benzyl Alcohol, Copper Gluconate, Citral, CI 42090, CI 19140, Hexyl Nicotinate, Sucrose, Glutamic Acid, Manganese Gluconate, Aspartic Acid, Alanine, Fragrance."
Skin Oxygen Cooling Gel, Biotherm,"Aqua, Glycerin, Alcohol Denat., Isononyl Isononanoate, Butylene Glycol, Polysorbate 20, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Phenoxyethanol, Chlorphenesin, Silica Silylate, Tocopherol, Caprylyl Glycol, Sodium Hydroxide, Xanthan Gum, Vitreoscilla Ferment, Menthol, Trisodium Ethylenediamine Disuccinate, Biosaccharide Gum-4, Limonene, Linalool, Sodium Carrageenan, Dextrin, Chlorella Vulgaris Extract, Geraniol, Pentylene Glycol, Spirulina Platensis Extract, Mentha Piperita Extract, Sodium Citrate, Ci 19140, Sodium Phosphate, Maris Sal, Ci 42090, Parfum."
T-Pur Refining Micro-Peel Serum, Biotherm,"Sea Minerals Complex, Exfoliating Acids, Water, Mentha Piperita Leaf Water, Alcohol Denat, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Triethanolamine, Glycerin, Caprylyl/Capryl Glucoside, Arginine, Propanediol, Salicylic Acid, Vaccinium Myrtillus Fruit Extract, Saccharum Officinarum Extract, Cymbopogon Schoenanthus Oil, Citral, Citric Acid, Sodium Hydroxide, Hydrolyzed Algin, Citrus Aurantium Dulcis Fruit Extract, Citrus Limon Fruit Extract, Rosmarinus Officinalis Leaf Oil, Menthol, Acer Saccharum Extract, Mentha Piperita Oil, Geraniol, Zinc Sulfate, Limonene, Eugenol, Cymbopogon Nardus Oil, Eugenia Caryophyllus Flower Oil, Origanum Heracleoticum Flower Oil, Thymus Vulgaris Flower/Leaf Oil, Linalool, Citronellol Vitreoscilla Ferment."
Aquasource Cica Nutri Cream, Biotherm,"Centella asiatica, Life Plankton Probiotic Extract, Aqua/Water/Eau, Dimethicone, Glycerin, Butyrospermum Parkii Butter/Shea Butter, Prunus Armeniaca Kernel Oil/Apricot Kernel Oil, Alcohol Denat., Ammonium Polyacryloyldimethyl Taurate, Mannose, Tocopheryl Acetate, Panthenol, Glycine Soja Oil/Soybean Oil, Centella Asiatica Extract, PEG/PPG/Polybutylene Glycol-8/5/3 Glycerin, Ceramide NP, Glyceryl Linoleate, Glyceryl Linolenate, Glyceryl Oleate, Glyceryl Stearate, Dimethicone/Vinyl Dimethicone Crosspolymer, Dimethiconol, Sodium Hydroxide, Sodium Lauryl Sulfate, 2-Oleamido-1,3-Octadecanediol, Cholesterol, Adenosine, Magnesium Gluconate, Hydroxypalmitoyl Sphinganine, Caprylyl Glycol, Vitreoscilla Ferment, Citric Acid, Trisodium Ethylenediamine Disuccinate, Menthoxypropanediol, Polyperfluoromethylisopropyl Ether, Acrylates/Steareth-20 Methacrylate Copolymer, Tocopherol, Phenoxyethanol, CI 14700/Red 4, CI 19140/Yellow 5, Linalool, Geraniol, Limonene, Citral, Benzyl Alcohol, Benzyl Salicylate, Parfum/Fragrance."
Lash Extension Tubing Mascara, Blinc,"Biotin, Castor Seed Oil, Shea Butter, Water/Aqua, Acrylates/Ethylhexyl Acrylate Copolymer, Glyceryl Stearate, Alcohol, Stearic Acid, Copernicia Cerifera (Carnauba) Wax/Copernicia Cerifera Cera, VP/Eicosene Copolymer, PVP, Butyrospermum Parkii (Shea) Butter, Ricinus Communis (Castor) Seed Oil, Phenoxyethanol, Aminomethyl Propanol, Laureth-21, Sodium Dehydroacetate, Ethylhexylglycerin, Biotin, May Contain/Peut Contenir(+/-): Iron Oxides CI 77499."
Original Tubing Mascara, Blinc,"Water/Aqua, Acrylates Copolymer, Butylene Glycol, Ammonium Acrylates Copolymer, Phenoxyethanol, Sodium Dehydroacetate, Sodium Hydroxide, Laureth-21, Caprylyl Glycol, Trideceth-6 Phosphate, Dipropylene Glycol, Glyceryl Caprylate, Sodium Carbonate, May Contain/Peut Contenir (+/-): Iron Oxides (CI 77499)"
Amplified Tubing Mascara, Blinc,"Water, Ammonium Acrylates Copolymer, Iron Oxides (Ci 77499), Iron Oxides (Ci 77499), Glyceryl Stearate, Beeswax/Cera Alba, Copernicia Cerifera (Carnauba) Wax/Copernicia Cerifera Cera, Styrene/Acrylates Copolymer, Butylene Glycol, Dimethicone, Hydrogenated Polyisobutene, Stearic Acid, Polysorbate 80, Bis-Behenyl/Isostearyl/Phytosteryl Dimer Dilinoleyl Dimer Dilinoleate, Mica, Silica, Phenoxyethanol, Aminomethyl Propanol, Potassium Sorbate, Sodium Dehydroacetate, Hydroxyethylcellulose, Laureth-21, Trisodium EDTA, Xanthan Gum, Sodium Nitrate, Disodium Phosphate, Polysorbate 60, Sodium Phosphate."
UltraVolume Tubing Mascara, Blinc,"Water/Aqua/Eau, Acrylates Copolymer, Copernicia Cerifera (Carnauba) Wax/Copernica Cerifera Cera, Glyceryl Stearate, Stearic Acid, Alcohol, Iron Oxides Cl 77499, PVP, Ammonium Acrylates Copolymer, Phenoxyethanol, Sodium Hydroxide, Sodium Dehydroacetate, Simmondsia Chinensis (Jojoba) Seed Oil, Butylene Glycol, Laureth-21, Caprylyl Glycol, Glyceryl Caprylate, Sodium Carbonate."
Lash Primer, Blinc,"Tocopheryl Acetate (Vitamin E), Panthenol (Vitamin B5), Water, Oryza Sativa (Rice) Bran Wax, Copernicia Cerifera (Carnauba) Wax, Beeswax, Stearic Acid, Euphorbia Cerifera (Candelilla) Wax, Triethanolamine, PEG-12 Dimethicone, Nylon-12, 1, 2-Hexanediol, Caprylyl Glycol, Hydroxyethylcellulose, Tocopheryl Acetate, Panthenol, Methylisothiazolinone, Tropolone, Phyllanthus Emblica Fruit Extract, Methylsilanol Mannuronate, Hydrolyzed Soy Protein, Butylene Glycol, Secale Cereale (Rye) Seed Extract, Camellia Sinensis Leaf Extract, Alcohol, Pyrus Communis (Pear) Fruit Extract, Yeast Extract, Yeast Polysaccharides, Xanthan Gum, Hibiscus Sabdariffa Flower Extract, Ferula Assa Foetida Root Extract, Lecithin, Dextrin, Hydrolyzed Hibiscus Esculentus Extract, Ubiquinone."
Milky Fade Spot + Scar Serum, Blume,"Niacinamide, Hyaluronic Acid, Vitamin C, Water (Aqua), Niacinamide, Butylene Glycol, Centella Asiatica (Gotu Kola) Extract,Diheptyl Succinate, Capryloyl Glycerin/Sebacic Acid Copolymer, Glycerin, SodiumCitrate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, VacciniumMyrtillus (Bilberry) Fruit Extract, Saccharum Officinarum (Sugarcane) Extract, AcerSaccharum (Sugar Maple) Extract, Citrus Aurantium Dulcis (Orange) Fruit Extract,Citrum Limon (Lemon) Fruit Extract, Aloe Barbadensis (Aloe Vera) Leaf Juice,Ascorbyl Glucoside, Sodium Hyaluronate, Citric Acid, Tocopheryl (Vitamin E) Acetate,Xanthan Gum, Tetrasodium Glutamate Diacetate, Ethylhexylglycerin, Phenoxyethanol."
Meltdown Oil for Acne Prone Skin, Blume,"Black Cumin Seed, Blue Tansy, Rosehip Oil, Helianthus Annuus (Sunflower) Seed Oil, Nigella Sativa Seed Oil, Rosa Moschata (Rosehip) Seed Oil, Calophyllum Inophyllum Seed Oil, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Olea Europaea (Olive) Leaf Extract, Tanacetum Annuum Flower/Leaf/Stem Oil,Anthemis Nobilis (Roman Chamomile) Oil, Helichrysum Italicum Flower Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Rosmarinus Officinalis (Rosemary) Leaf Extract, Bisabolol, Carthamus Tinctorius (Safflower) Seed Oil, Sesamum Indicum (Sesame) Seed Oil, Withania Somnifera Root Extract, Bala (Sida Cordifolia) Root Extract."
Blume Buds - Power Patches for Acne-Prone Skin, Blume,"Salicylic Acid, Hydrocolloid, Hydrocolloid, Salicylic Acid."
Sunbeam Exfoliating Mask, Blume,"Bamboo and Rice Powder, Turmeric, Fruit Enzymes, Aqua, Glycerin, Prunus Armeniaca (Apricot) Kernel Oil, Caprylic/Capric Triglyceride, Oryza Sativa (Rice) Powder, Acacia Senegal Gum, Xanthan Gum, Hydroxyethylcellulose, Bambusa Arundinacea (Bamboo) Stem Powder, Zingiber Officinale (Ginger) Root Extract, Bromelain, Papain, Curcuma Longa (Turmeric) Root Extract, Cetearyl Alcohol, Citric Acid, Sodium Phytate, Sodium Hydroxide, Gardenia Jasminoides Fruit Extract, Sodium Levulinate, Potassium Sorbate, Maltodextrin, Sodium Benzoate."
Superpower Clay Mask, Blume,"Licorice Root Extract, Niacinamide, Kaolin Clay, Aqua/Water/Eau, Kaolin, Glycerin, Bentonite, Magnesium Aluminum Silicate, Montmorillonite, Niacinamide, Phenoxyethanol, Ethylhexylglycerin, Eucalyptus Globulus Leaf Oil, Xanthan Gum, Citric acid, Aloe Barbadensis Leaf Juice, Glycyrrhiza Glabra (Licorice) Root Extract, Tocopheryl Acetate, Tetrasodium Glutamate Diacetate, Butylene Glycol."
Meltdown Acne Oil, Blume,
Daydreamer Super Gentle Face Wash, Blume,"Rapeseed Oil, Chamomile, Shiitake Mushroom Extract, Aqua, Brassica Campestris (Rapeseed) Seed Oil, Stearic Acid, Stearyl Alcohol, Caprylic/Capric Triglyceride, Hydroxypropyl Starch Phosphate, Glyceryl Stearate, Glycerine, Propanediol, Sodium Cocoyl Isethionate, Decyl Glucoside, Arginine, Caprylyl Glycol, Natamycin, Pelargonium Graveolens (Geranium) Flower Oil, Lavandula Angustifolia (Lavender) Oil, Ormenis Multicaulis (Chamomile) Flower Extract, Arnica Montana Flower Extract, Citric Acid, Sambucus Nigra (Elderberry) Fruit Extract, Lentinula Edodes (Shitake) Mushroom Extract."
Skin Therapy Face Oil - All In One Nourishing Oil, Blume,"Squalane, Black Currant Seed Oil, Watermelon Seed Oil, and Tamanu Seed Oil, Tetrahexyldecyl Ascorbate, Rosehip Oil, and Sea Buckthorn Oil, Squalane, Simmondsia Chinensis (Jojoba) Seed Oil, Helianthus Annuus Seed Oil (Sunflower Seed Oil), Hippophae Rhamnoides Fruit Oil (Sea Buckthorn Oil), Citrullus Lanatus Seed Oil (Watermelon Seed Oil), Prunus Domestica Seed Oil (Plum Seed Oil), Rosa Canina Fruit Oil (Rosehip Oil), Tocopheryl Acetate (Vitamin E), Cannabis Sativa Seed Oil, Ribes Nigrum Seed Oil (Black Current Seed Oil), Calophyllum Inophyllum Seed Oil (Tamanu Seed Oil), Calendula Officinalis Flower Extract, Tetrahexyldecyl Ascorbate (Vitamin C), Tocopherol."
Hug Me Probiotic Deodorant, Blume,"Coconut Oil, Probiotics, Baking Soda, Cocos nucifera (Coconut) Oil, Zea Mays (Corn) Starch, Sodium Bicarbonate (Baking Soda), Wild Crafted Euphorbia Cerifera (Candelilla) Wax, Simmondsia Chinensis (Jojoba) Seed Oil, Bacillus Coagulans (Probiotics)."
Regular Pads, Blume,N/A
Regular Tampons, Blume,N/A
Super Tampons, Blume,N/A
Long-Wear Cream Eyeshadow Stick, Bobbi Brown,"Cyclopentasiloxane, Trimethylsiloxysilicate, Polyethylene, Lauroyl Lysine, Ozokerite, Octyldodecanol, Synthetic Beeswax, Ascorbyl Palmitate, Tocopherol, Lecithin, Disteardimonium Hectorite, Propylene Carbonate, Calcium Aluminum Borosilicate, Synthetic Fluorphlogopite, Calcium Sodium Borosilicate, Citric Acid, Silica, Tin Oxide, [+/- Mica, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77492), Iron Oxides (Ci 77491), Iron Oxides (Ci 77499), Manganese Violet (Ci 77742), Yellow 5 Lake (Ci 19140), Chromium Oxide Greens (Ci 77288), Chromium Hydroxide Green (Ci 77289), Carmine (Ci 75470), Bismuth Oxychloride (Ci 77163), Ferric Ammonium Ferrocyanide (Ci 77510), Aluminum Powder (Ci 77000), Blue 1 Lake (Ci 42090), Ultramarines (Ci 77007), Ferric Ferrocyanide (Ci 77510)].Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients."
